id,web_name,status,defcons,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,match_id,minutes_played,goals,assists,minutesinmatch,goalsinmatch,assistsinmatch,cumminutes,cumgoals,cumassists,cumcleansheets,cumgoalsconceded,cumsaves,position,nextgwpoints,gw2status,gw2min,gw2goalsscored,gw2assists,gw2cs,gw2goals_conceded,gw2defcons,gw2match-id,gw2minutes_playedinmatch,gw2goalsinmatch,gw2assistsinmatch,gw2cummins,gw2cumgoals,gw2cumassits,gw2cumcs,gw2cumgoalsconceded,gw2cumsaves,gw3status,gw3min,gw3goalsscored,gw3assists,gw3cs,gw3defcons,gw3points,gw3match-id,gw3minutes_playedinmatch,gw3goalsinmatch,gw3goals_conceded,gw3assistsinmatch,gw3cummins,gw3cumgoals,gw3cumassists,gw3cumcs,gw3cumgoalsconceded,gw3cumsdefcons,gw3cumsaves,gw3cumtotalpoints,nwxtgwpoints
63,Young,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
64,Watkins,a,5,2,90,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,90,0,0,90,0,0,90,0,0,1,0,0,Forward,2,a,90,0,0,0,1,4,25-26-prem-brentford-vs-aston-villa,90,0,0,180,0,0,0,1,1,a,90,0,0,0,3,1,25-26-prem-aston-villa-vs-crystal-palace,90,0,3,0,270,0,0,1,4,10,0,6,0
65,Redmond,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
389,Elliott,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,1,a,1,0,0,0,0,0,25-26-prem-newcastle-united-vs-liverpool,1,0,0,1,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,1,0,0,0,0,0,0,1,0
456,Sancho,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,2
677,Guessand,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,1,a,15,0,0,0,0,2,25-26-prem-brentford-vs-aston-villa,15,0,0,15,0,0,0,0,0,a,45,0,0,0,1,4,25-26-prem-aston-villa-vs-crystal-palace,45,0,1,0,60,0,0,0,1,6,0,2,0
688,Wright,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
701,Rowe,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
702,Burrowes,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,16,0,0,0,1,1,25-26-prem-aston-villa-vs-crystal-palace,16,0,1,0,16,0,0,0,1,1,0,1,1
703,Proctor,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
710,Patterson,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
719,Lindelöf,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
754,George Hemmings,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
757,Hollingshead,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
183,Weiss,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
184,Green,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
185,Hladký,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
186,Roberts,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
187,Walker,s,5,1,90,0,0,0,3,25-26-prem-tottenham-hotspur-vs-burnley,90,0,0,90,0,0,90,0,0,0,3,0,Defender,6,a,90,0,0,1,0,17,25-26-prem-burnley-vs-sunderland,90,0,0,180,0,0,0,1,3,a,90,0,0,0,3,10,25-26-prem-manchester-united-vs-burnley,90,0,3,0,270,0,0,1,6,32,0,7,0
188,Delcroix,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,2
189,Dodgson,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
190,Ekdal,a,5,1,90,0,0,0,3,25-26-prem-tottenham-hotspur-vs-burnley,90,0,0,90,0,0,90,0,0,0,3,0,Defender,9,a,90,0,0,1,0,18,25-26-prem-burnley-vs-sunderland,90,0,0,180,0,0,0,1,3,a,82,0,0,0,2,18,25-26-prem-manchester-united-vs-burnley,83,0,2,0,262,0,0,1,5,41,0,13,0
191,Estève,a,8,1,90,0,0,0,3,25-26-prem-tottenham-hotspur-vs-burnley,90,0,0,90,0,0,90,0,0,0,3,0,Defender,6,a,82,0,0,1,0,10,25-26-prem-burnley-vs-sunderland,83,0,0,172,0,0,0,1,3,a,90,0,0,0,3,9,25-26-prem-manchester-united-vs-burnley,90,0,3,0,262,0,0,1,6,27,0,8,4
192,Hartman,a,6,1,90,0,0,0,3,25-26-prem-tottenham-hotspur-vs-burnley,90,0,0,90,0,0,90,0,0,0,3,0,Defender,6,a,90,0,0,1,0,13,25-26-prem-burnley-vs-sunderland,90,0,0,180,0,0,0,1,3,a,90,0,0,0,3,12,25-26-prem-manchester-united-vs-burnley,90,0,3,0,270,0,0,1,6,31,0,8,4
193,Humphreys,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,d,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-derby-county-vs-burnley,45,0,0,0,0,0,0,0,0,0,0,0,4
194,Jordan,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
195,Lucas Pires,s,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
196,Sambo,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
197,Sonne,a,0,1,73,0,0,0,3,25-26-prem-tottenham-hotspur-vs-burnley,74,0,0,74,0,0,73,0,0,0,3,0,Defender,1,a,21,0,0,0,0,3,25-26-prem-burnley-vs-sunderland,21,0,0,94,0,0,0,0,3,a,8,0,0,0,1,2,25-26-prem-manchester-united-vs-burnley,8,0,1,0,102,0,0,0,4,5,0,3,0
198,Tuanzebe,d,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,d,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-derby-county-vs-burnley,45,0,0,0,0,0,0,0,0,0,0,0,0
199,Worrall,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,1,a,7,0,0,0,0,3,25-26-prem-burnley-vs-sunderland,7,0,0,7,0,0,0,0,0,a,7,0,0,0,1,3,25-26-prem-manchester-united-vs-burnley,7,0,1,0,14,0,0,0,1,6,0,2,0
200,Anthony,a,4,2,84,0,0,0,3,25-26-prem-tottenham-hotspur-vs-burnley,85,0,0,85,0,0,84,0,0,0,3,0,Midfielder,13,a,90,1,1,1,0,11,25-26-prem-burnley-vs-sunderland,90,1,1,174,1,1,1,1,3,a,90,1,0,0,3,6,25-26-prem-manchester-united-vs-burnley,90,1,3,0,264,2,1,1,6,21,0,21,1
201,Benson,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,3
202,Bruun Larsen,a,2,1,27,0,0,0,1,25-26-prem-tottenham-hotspur-vs-burnley,27,0,0,27,0,0,27,0,0,0,1,0,Midfielder,3,a,68,0,0,1,0,4,25-26-prem-burnley-vs-sunderland,69,0,0,95,0,0,0,1,1,a,81,0,1,0,2,7,25-26-prem-manchester-united-vs-burnley,82,0,2,1,176,0,1,1,3,13,0,9,0
203,Boateng,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
204,Churlinov,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
205,Cullen,a,12,4,90,0,0,0,3,25-26-prem-tottenham-hotspur-vs-burnley,90,0,0,90,0,0,90,0,0,0,3,0,Midfielder,14,a,90,1,1,1,0,7,25-26-prem-burnley-vs-sunderland,90,1,1,180,1,1,1,1,3,a,90,0,0,0,3,14,25-26-prem-manchester-united-vs-burnley,90,0,3,0,270,1,1,1,6,33,0,20,0
206,Edwards,a,0,1,5,0,0,0,0,25-26-prem-tottenham-hotspur-vs-burnley,5,0,0,5,0,0,5,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,5,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-derby-county-vs-burnley,90,0,0,0,5,0,0,0,0,0,0,1,3
207,Hannibal,s,1,2,62,0,0,0,2,25-26-prem-tottenham-hotspur-vs-burnley,63,0,0,63,0,0,62,0,0,0,2,0,Midfielder,5,a,82,0,0,1,0,13,25-26-prem-burnley-vs-sunderland,83,0,0,144,0,0,0,1,2,a,64,0,0,0,2,3,25-26-prem-manchester-united-vs-burnley,65,0,2,0,208,0,0,1,4,17,0,9,0
208,Koleosho,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
209,Laurent,a,6,2,62,0,0,0,2,25-26-prem-tottenham-hotspur-vs-burnley,63,0,0,63,0,0,62,0,0,0,2,0,Midfielder,1,a,21,0,0,0,0,4,25-26-prem-burnley-vs-sunderland,21,0,0,83,0,0,0,0,2,a,14,0,0,0,1,4,25-26-prem-manchester-united-vs-burnley,14,0,1,0,97,0,0,0,3,14,0,3,0
210,Tchaouna,a,2,1,16,0,0,0,0,25-26-prem-tottenham-hotspur-vs-burnley,16,0,0,16,0,0,16,0,0,0,0,0,Midfielder,1,a,7,0,0,0,0,2,25-26-prem-burnley-vs-sunderland,7,0,0,23,0,0,0,0,0,a,25,0,1,0,1,1,25-26-prem-manchester-united-vs-burnley,25,0,1,0,48,0,1,0,1,5,0,5,2
211,A.Ramsey,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-derby-county-vs-burnley,90,1,0,0,0,0,0,0,0,0,0,0,3
212,Adewumi,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
213,Banel,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-derby-county-vs-burnley,28,0,0,0,0,0,0,0,0,0,0,0,0
214,Trésor,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
215,Flemming,a,0,1,16,0,0,0,0,25-26-prem-tottenham-hotspur-vs-burnley,16,0,0,16,0,0,16,0,0,0,0,0,Forward,1,a,4,0,0,0,0,0,25-26-prem-burnley-vs-sunderland,4,0,0,20,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-derby-county-vs-burnley,78,0,0,0,20,0,0,0,0,0,0,2,0
216,Amdouni,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
217,Foster,a,3,2,73,0,0,0,3,25-26-prem-tottenham-hotspur-vs-burnley,74,0,0,74,0,0,73,0,0,0,3,0,Forward,2,a,85,0,0,1,0,5,25-26-prem-burnley-vs-sunderland,86,0,0,158,0,0,0,1,3,a,90,1,0,0,3,6,25-26-prem-manchester-united-vs-burnley,90,1,3,0,248,1,0,1,6,14,0,10,0
218,Barnes,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-derby-county-vs-burnley,27,0,0,0,0,0,0,0,0,0,0,0,2
219,Obafemi,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
470,Dúbravka,a,0,2,90,0,0,0,3,25-26-prem-tottenham-hotspur-vs-burnley,90,0,0,90,0,0,90,0,0,0,3,3,Goalkeeper,6,a,90,0,0,1,0,19,25-26-prem-burnley-vs-sunderland,90,0,0,180,0,0,0,1,3,a,90,0,0,0,3,9,25-26-prem-manchester-united-vs-burnley,90,0,3,0,270,0,0,1,6,28,9,10,0
676,Ugochukwu,a,1,1,27,0,0,0,1,25-26-prem-tottenham-hotspur-vs-burnley,27,0,0,27,0,0,27,0,0,0,1,0,Midfielder,3,a,68,0,0,1,0,4,25-26-prem-burnley-vs-sunderland,69,0,0,95,0,0,0,1,1,a,75,0,0,0,2,10,25-26-prem-manchester-united-vs-burnley,76,0,2,0,170,0,0,1,3,15,0,6,3
680,Broja,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,d,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,5
722,Florentino,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
66,Neto,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
67,Petrović,a,0,2,90,0,0,0,4,25-26-prem-liverpool-vs-afc-bournemouth,90,0,0,90,0,0,90,0,0,0,4,6,Goalkeeper,6,a,90,0,0,1,0,19,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,90,0,0,180,0,0,0,1,4,a,90,0,0,1,0,12,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,90,0,0,0,270,0,0,2,4,31,8,13,0
68,Dennis,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,2
69,McKenna,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
70,Paulsen,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
71,Zabarnyi,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
72,Senesi,d,15,2,90,0,0,0,4,25-26-prem-liverpool-vs-afc-bournemouth,90,0,0,90,0,0,90,0,0,0,4,0,Defender,9,a,90,0,0,1,0,20,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,90,0,0,180,0,0,0,1,4,a,90,0,1,1,0,20,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,90,0,0,1,270,0,1,2,4,55,0,25,0
73,Smith,a,9,1,89,0,0,0,3,25-26-prem-liverpool-vs-afc-bournemouth,89,0,0,89,0,0,89,0,0,0,3,0,Defender,6,a,90,0,0,1,0,5,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,90,0,0,179,0,0,0,1,3,d,25,0,0,0,0,0,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,26,0,0,0,204,0,0,1,3,14,0,8,3
74,Truffert,a,6,0,90,0,0,0,4,25-26-prem-liverpool-vs-afc-bournemouth,90,0,0,90,0,0,90,0,0,0,4,0,Defender,6,a,90,0,0,1,0,12,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,90,0,0,180,0,0,0,1,4,a,90,0,0,1,0,9,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,90,0,0,0,270,0,0,2,4,27,0,13,0
75,Akinmboni,d,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,2
76,Bevan,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
77,Hill,a,2,1,1,0,0,0,1,25-26-prem-liverpool-vs-afc-bournemouth,1,0,0,1,0,0,1,0,0,0,1,0,Defender,1,a,2,0,0,0,0,0,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,2,0,0,3,0,0,0,0,1,a,64,0,0,1,0,9,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,64,0,0,0,67,0,0,1,1,11,0,7,0
78,J.Araujo,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,2
79,Mepham,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
80,Soler,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
81,Kluivert,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,1,a,12,0,0,0,0,0,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,12,0,0,12,0,0,0,0,0,a,9,0,0,0,0,1,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,9,0,0,0,21,0,0,0,0,1,0,2,1
82,Semenyo,a,5,15,90,2,0,0,4,25-26-prem-liverpool-vs-afc-bournemouth,90,2,0,90,2,0,90,2,0,0,4,0,Midfielder,6,a,90,0,1,1,0,5,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,90,0,1,180,2,2,1,1,4,a,90,0,0,1,0,10,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,90,0,0,0,270,2,1,2,4,20,0,23,13
