id,web_name,status,defcons,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,match_id,minutes_played,goals,assists,minutesinmatch,goalsinmatch,assistsinmatch,cumminutes,cumgoals,cumassists,cumcleansheets,cumgoalsconceded,cumsaves,position,nextgwpoints,gw2status,gw2min,gw2goalsscored,gw2assists,gw2cs,gw2goals_conceded,gw2defcons,gw2match-id,gw2minutes_playedinmatch,gw2goalsinmatch,gw2assistsinmatch,gw2cummins,gw2cumgoals,gw2cumassits,gw2cumcs,gw2cumgoalsconceded,gw2cumsaves,gw3status,gw3min,gw3goalsscored,gw3assists,gw3cs,gw3defcons,gw3points,gw3match-id,gw3minutes_playedinmatch,gw3goalsinmatch,gw3goals_conceded,gw3assistsinmatch,gw3cummins,gw3cumgoals,gw3cumassists,gw3cumcs,gw3cumgoalsconceded,gw3cumsdefcons,gw3cumsaves,gw3cumtotalpoints,nwxtgwpoints
84,Tavernier,a,20,4,90,0,0,0,4,25-26-prem-liverpool-vs-afc-bournemouth,90,0,0,90,0,0,90,0,0,0,4,0,Midfielder,11,a,77,1,0,1,0,4,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,78,1,0,167,1,1,0,1,4,a,80,0,0,1,0,5,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,81,0,0,0,247,1,0,2,4,29,0,18,2
85,Adams,a,19,4,90,0,0,0,3,25-26-prem-liverpool-vs-afc-bournemouth,89,0,0,89,0,0,90,0,0,0,3,0,Midfielder,2,a,87,0,0,1,0,9,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,88,0,0,177,0,0,0,1,3,a,90,0,0,1,0,12,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,90,0,0,0,267,0,0,2,3,40,0,10,1
86,Brooks,a,7,4,83,0,1,0,2,25-26-prem-liverpool-vs-afc-bournemouth,84,0,1,84,0,1,83,0,1,0,2,0,Midfielder,3,a,66,0,0,1,0,4,25-26-efl-cup-brentford-vs-afc-bournemouth,24,0,0,149,0,0,1,1,2,a,63,0,0,1,0,5,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,64,0,0,0,212,0,1,2,2,16,0,11,1
87,Christie,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,1,a,24,0,0,0,0,2,25-26-efl-cup-brentford-vs-afc-bournemouth,74,0,0,24,0,0,0,0,0,a,27,0,0,0,0,9,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,27,0,0,0,51,0,0,0,0,11,0,2,0
88,Cook,s,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
89,Philip,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
90,Scott,a,3,2,73,0,0,0,2,25-26-prem-liverpool-vs-afc-bournemouth,74,0,0,74,0,0,73,0,0,0,2,0,Midfielder,2,a,65,0,0,1,0,6,25-26-efl-cup-brentford-vs-afc-bournemouth,90,0,0,138,0,0,0,1,2,a,62,0,0,1,0,7,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,63,0,0,0,200,0,0,2,2,16,0,7,9
91,Sinisterra,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
92,Faivre,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
93,H.Traorè,u,4,4,16,0,1,0,2,25-26-prem-liverpool-vs-afc-bournemouth,16,0,1,16,0,1,16,0,1,0,2,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,16,0,0,1,0,2,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,16,0,1,0,2,4,0,4,0
94,Sadi,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
95,Silcott-Duberry,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
96,Winterburn,u,0,1,6,0,0,0,2,25-26-prem-liverpool-vs-afc-bournemouth,6,0,0,6,0,0,6,0,0,0,2,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,6,0,0,0,0,2,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,6,0,0,0,2,0,0,1,0
97,Evanilson,a,5,1,90,0,0,0,4,25-26-prem-liverpool-vs-afc-bournemouth,90,0,0,90,0,0,90,0,0,0,4,0,Forward,2,a,87,0,0,1,0,1,25-26-efl-cup-brentford-vs-afc-bournemouth,24,0,0,177,0,0,0,1,4,a,80,1,0,1,0,5,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,81,1,0,0,257,1,0,2,4,11,0,11,5
98,Enes Ünal,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
99,Adu-Adjei,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
100,Kroupi.Jr,a,0,1,1,0,0,0,1,25-26-prem-liverpool-vs-afc-bournemouth,1,0,0,1,0,0,1,0,0,0,1,0,Forward,1,a,2,0,0,0,0,0,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,2,0,0,3,0,0,0,0,1,a,9,0,0,0,0,1,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,9,0,0,0,12,0,0,0,1,1,0,3,0
391,Gannon-Doak,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
685,Diakité,a,9,0,90,0,0,0,4,25-26-prem-liverpool-vs-afc-bournemouth,90,0,0,90,0,0,90,0,0,0,4,0,Defender,10,a,90,0,0,1,0,21,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,90,0,0,180,0,0,0,1,4,a,90,0,0,1,0,10,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,90,0,0,0,270,0,0,2,4,40,0,16,0
687,Rees-Dottin,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
697,Adli,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,1,a,24,0,0,0,0,6,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,24,0,0,24,0,0,0,0,0,a,26,0,0,0,0,11,25-26-prem-tottenham-hotspur-vs-afc-bournemouth,26,0,0,0,50,0,0,0,0,17,0,2,1
713,A.Jimenez,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
721,Milosavljević,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,4
756,DaCosta,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
27,Nelson,d,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
83,O.Dango,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,13,a,83,1,0,1,0,15,25-26-efl-cup-brentford-vs-afc-bournemouth,31,0,0,83,1,1,0,1,0,a,90,0,0,0,2,7,25-26-prem-sunderland-vs-brentford,90,0,2,0,173,1,0,1,2,22,0,15,2
101,Kelleher,a,0,1,90,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,90,0,0,90,0,0,90,0,0,0,3,2,Goalkeeper,5,a,90,0,0,1,0,26,25-26-prem-brentford-vs-aston-villa,90,0,0,180,0,0,0,1,3,a,90,0,0,0,2,4,25-26-prem-sunderland-vs-brentford,90,0,2,0,270,0,0,1,5,30,5,7,0
102,Balcombe,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
103,Cox,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
104,Eyestone,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
105,Valdimarsson,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,25-26-efl-cup-brentford-vs-afc-bournemouth,90,0,0,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,3
106,Collins,a,5,0,90,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,90,0,0,90,0,0,90,0,0,0,3,0,Defender,9,a,90,0,0,1,0,23,25-26-efl-cup-brentford-vs-afc-bournemouth,31,0,0,180,0,0,0,1,3,a,90,0,0,0,2,16,25-26-prem-sunderland-vs-brentford,90,0,2,0,270,0,0,1,5,44,0,12,1
107,Lewis-Potter,a,5,1,68,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,69,0,0,69,0,0,68,0,0,0,3,0,Defender,6,a,90,0,0,1,0,10,25-26-prem-brentford-vs-aston-villa,90,0,0,158,0,0,0,1,3,a,71,0,0,1,0,10,25-26-prem-sunderland-vs-brentford,72,0,0,0,229,0,0,2,3,25,0,13,4
108,Ajer,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,1,a,5,0,0,0,0,1,25-26-prem-brentford-vs-aston-villa,5,0,0,5,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,5,0,0,0,0,1,0,1,1
109,Henry,a,3,1,87,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,88,0,0,88,0,0,87,0,0,0,3,0,Defender,1,a,6,0,0,0,0,3,25-26-prem-brentford-vs-aston-villa,6,0,0,93,0,0,0,0,3,a,18,0,0,0,2,4,25-26-prem-sunderland-vs-brentford,18,0,2,0,111,0,0,0,5,10,0,1,2
110,Kayode,a,6,1,90,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,90,0,0,90,0,0,90,0,0,0,3,0,Defender,10,a,84,0,0,1,0,17,25-26-efl-cup-brentford-vs-afc-bournemouth,31,0,0,174,0,0,0,1,3,a,90,0,0,0,2,6,25-26-prem-sunderland-vs-brentford,90,0,2,0,264,0,0,1,5,29,0,12,1
111,Pinnock,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,d,0,0,0,0,0,0,25-26-efl-cup-brentford-vs-afc-bournemouth,60,0,0,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
112,Roerslev,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
113,Van den Berg,a,14,3,90,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,90,0,0,90,0,0,90,0,0,0,3,0,Defender,8,a,90,0,0,1,0,18,25-26-efl-cup-brentford-vs-afc-bournemouth,90,0,0,180,0,0,0,1,3,a,90,0,0,0,2,15,25-26-prem-sunderland-vs-brentford,90,0,2,0,270,0,0,1,5,47,0,14,0
114,Arthur,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
115,Fredrick,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
116,Hickey,a,2,0,2,0,0,0,0,25-26-prem-nottingham-forest-vs-brentford,2,0,0,2,0,0,2,0,0,0,0,0,Defender,1,a,11,0,0,0,0,2,25-26-prem-brentford-vs-aston-villa,11,0,0,13,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,13,0,0,0,0,4,0,1,0
117,Ji-soo,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
118,Meghoma,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,7
120,Schade,s,7,1,45,0,0,0,0,25-26-prem-nottingham-forest-vs-brentford,45,0,0,45,0,0,45,0,0,0,0,0,Midfielder,3,a,78,0,0,1,0,10,25-26-efl-cup-brentford-vs-afc-bournemouth,59,0,0,123,0,0,0,1,0,a,89,0,0,0,1,4,25-26-prem-sunderland-vs-brentford,89,0,1,0,212,0,0,1,1,21,0,4,0
121,Damsgaard,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,5,a,90,0,0,1,0,15,25-26-prem-brentford-vs-aston-villa,90,0,0,90,0,0,0,1,0,a,90,0,0,0,2,1,25-26-prem-sunderland-vs-brentford,90,0,2,0,180,0,0,1,2,16,0,7,0
122,Milambo,i,4,1,45,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,45,0,0,45,0,0,45,0,0,0,3,0,Midfielder,0,a,0,0,0,0,0,0,25-26-efl-cup-brentford-vs-afc-bournemouth,59,0,0,45,0,0,0,0,3,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,45,0,0,0,3,4,0,1,7
123,Carvalho,i,7,2,90,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,90,0,0,90,0,0,90,0,0,0,3,0,Midfielder,0,a,0,0,0,0,0,0,25-26-efl-cup-brentford-vs-afc-bournemouth,90,1,0,90,0,0,0,0,3,a,1,0,0,0,1,0,25-26-prem-sunderland-vs-brentford,1,0,1,0,91,0,0,0,4,7,0,3,6
124,Henderson,a,3,1,21,0,0,0,0,25-26-prem-nottingham-forest-vs-brentford,21,0,0,21,0,0,21,0,0,0,0,0,Midfielder,3,a,68,0,0,1,0,9,25-26-prem-brentford-vs-aston-villa,69,0,0,89,0,0,0,1,0,a,70,0,0,1,0,5,25-26-prem-sunderland-vs-brentford,71,0,0,0,159,0,0,2,0,17,0,7,0
125,Janelt,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,d,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,2
126,Jensen,a,5,2,68,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,69,0,0,69,0,0,68,0,0,0,3,0,Midfielder,1,a,11,0,0,0,0,3,25-26-prem-brentford-vs-aston-villa,11,0,0,79,0,0,0,0,3,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,79,0,0,0,3,8,0,3,0
127,Nunes,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,i,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
128,Onyeka,a,1,4,21,0,1,0,0,25-26-prem-nottingham-forest-vs-brentford,21,0,1,21,0,0,21,0,1,0,0,0,Midfielder,1,a,21,0,0,0,0,4,25-26-prem-brentford-vs-aston-villa,21,0,0,42,0,0,1,0,0,a,19,0,1,0,2,1,25-26-prem-sunderland-vs-brentford,19,0,2,1,61,0,2,0,2,6,0,9,3
129,Yarmoliuk,a,9,2,90,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,90,0,0,90,0,0,90,0,0,0,3,0,Midfielder,5,a,78,0,0,1,0,15,25-26-efl-cup-brentford-vs-afc-bournemouth,4,0,0,168,0,0,0,1,3,a,90,0,0,0,2,7,25-26-prem-sunderland-vs-brentford,90,0,2,0,258,0,0,1,5,31,0,9,0
130,Donovan,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
131,Konak,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
132,Maghoma,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,d,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,d,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
133,Peart-Harris,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
134,Trevitt,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,1
136,Thiago,a,2,6,90,1,0,0,3,25-26-prem-nottingham-forest-vs-brentford,90,1,0,90,1,0,90,1,0,0,3,0,Forward,2,a,90,0,0,1,0,8,25-26-prem-brentford-vs-aston-villa,90,0,0,180,1,1,0,1,3,a,90,1,0,0,2,5,25-26-prem-sunderland-vs-brentford,90,1,2,0,270,2,0,1,5,15,0,14,0
137,Morgan,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
748,Dasilva,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
138,Steele,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-brighton-hove-albion-vs-oxford-united,90,0,0,0,0,0,0,0,0,0,0,0,2
139,Verbruggen,a,0,2,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,1,Goalkeeper,1,a,90,0,0,0,2,21,25-26-prem-everton-vs-brighton-hove-albion,90,0,0,180,0,0,0,0,3,a,90,0,0,0,1,10,25-26-prem-brighton-hove-albion-vs-manchester-city,90,0,1,0,270,0,0,0,4,31,4,5,0
140,McGill,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
141,Rushworth,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
142,Scherpen,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,0
143,Boscagli,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,0,0,0,0,0,0,25-26-efl-cup-brighton-hove-albion-vs-oxford-united,90,1,0,0,0,0,0,0,0,0,0,0,0
144,Coppola,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,a,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,a,1,0,0,0,0,0,25-26-prem-brighton-hove-albion-vs-manchester-city,1,0,0,0,1,0,0,0,0,0,0,1,1
145,De Cuyper,a,6,2,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Defender,0,a,66,0,0,0,2,10,25-26-prem-everton-vs-brighton-hove-albion,67,0,0,156,0,0,0,0,3,a,90,0,0,0,1,11,25-26-prem-brighton-hove-albion-vs-manchester-city,90,0,1,0,246,0,0,0,4,27,0,4,2
146,Dunk,a,8,2,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Defender,1,a,90,0,0,0,2,19,25-26-prem-everton-vs-brighton-hove-albion,90,0,0,180,0,0,0,0,3,a,90,0,1,0,1,6,25-26-prem-brighton-hove-albion-vs-manchester-city,90,0,1,0,270,0,1,0,4,33,0,8,0
147,Estupiñan,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,u,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,0,0,0,0,0,0,0,0,4
