id,web_name,status,defensive_contribution_per_90,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,match_id,minutes_played,goals,assists,minutesinmatch,goalsinmatch,assistsinmatch,cumminutes,cumgoals,cumassists,cumcleansheets,cumgoalsconceded,cumsaves,position
329,Wilson,a,6.81,5,90,0,1,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,1,90,0,0,90,0,1,0,1,0,Midfielder
330,Berge,a,8.01,2,65,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,66,0,0,66,0,0,65,0,0,0,1,0,Midfielder
331,Cairney,a,5.91,0,24,0,0,0,0,25-26-prem-brighton-hove-albion-vs-fulham,24,0,0,24,0,0,24,0,0,0,0,0,Midfielder
332,Lukić,a,9.62,2,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder
333,Godo,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
334,Harris,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
335,King,a,6.59,2,76,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,77,0,0,77,0,0,76,0,0,0,1,0,Midfielder
336,Reed,a,90,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
337,Raúl,a,5.34,2,65,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,66,0,0,66,0,0,65,0,0,0,1,0,Forward
338,Muniz,i,4.91,7,24,1,0,0,0,25-26-prem-brighton-hove-albion-vs-fulham,24,1,0,24,1,0,24,1,0,0,0,0,Forward
664,Lecomte,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
727,Chukwueze,a,7.13,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
731,Kevin,a,8,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
737,Kusi-Asare,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
339,Meslier,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
340,Cairns,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
341,Darlow,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
342,Bogle,a,5.55,6,90,0,0,1,0,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,1,0,0,Defender
343,Struijk,a,7.69,8,90,0,0,1,0,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,1,0,0,Defender
344,Bijol,a,9,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
345,Bornauw,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
346,Byram,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
347,Gudmundsson,a,7.49,9,90,0,0,1,0,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,1,0,0,Defender
348,Rodon,a,8.8,7,90,0,0,1,0,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,1,0,0,Defender
349,Schmidt,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
350,Aaronson,a,8.62,1,23,0,0,0,0,25-26-prem-leeds-united-vs-everton,23,0,0,23,0,0,23,0,0,0,0,0,Midfielder
351,Gnonto,a,7.64,3,66,0,0,1,0,25-26-prem-leeds-united-vs-everton,67,0,0,67,0,0,66,0,0,1,0,0,Midfielder
352,Harrison,a,8.28,1,12,0,0,0,0,25-26-prem-leeds-united-vs-everton,12,0,0,12,0,0,12,0,0,0,0,0,Midfielder
353,James,i,4.66,3,77,0,0,1,0,25-26-prem-leeds-united-vs-everton,78,0,0,78,0,0,77,0,0,1,0,0,Midfielder
354,Ampadu,a,11.73,3,77,0,0,1,0,25-26-prem-leeds-united-vs-everton,78,0,0,78,0,0,77,0,0,1,0,0,Midfielder
355,Greenwood,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
356,Gruev,a,8.58,1,12,0,0,0,0,25-26-prem-leeds-united-vs-everton,12,0,0,12,0,0,12,0,0,0,0,0,Midfielder
357,Ramazani,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
358,Tanaka,a,9.85,3,90,0,0,1,0,25-26-prem-leeds-united-vs-everton,89,0,0,89,0,0,90,0,0,1,0,0,Midfielder
359,Crew,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
360,Gelhardt,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
361,Gyabi,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
362,Piroe,a,3.69,2,77,0,0,1,0,25-26-prem-leeds-united-vs-everton,78,0,0,78,0,0,77,0,0,1,0,0,Forward
363,Bamford,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
364,Mateo Joseph,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
365,Nmecha,i,4.6,5,12,1,0,0,0,25-26-prem-leeds-united-vs-everton,12,1,0,12,1,0,12,1,0,0,0,0,Forward
493,Longstaff,i,9.65,1,1,0,0,0,0,25-26-prem-leeds-united-vs-everton,1,0,0,1,0,0,1,0,0,0,0,0,Midfielder
660,Stach,a,8.82,8,90,0,1,1,0,25-26-prem-leeds-united-vs-everton,90,0,1,90,0,0,90,0,1,1,0,0,Midfielder
665,Perri,a,0,6,90,0,0,1,0,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,1,0,1,Goalkeeper
691,Calvert-Lewin,a,3.38,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
698,Okafor,a,7.18,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
706,Justin,a,9.73,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
741,Gray,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
366,A.Becker,a,0,1,90,0,0,0,2,25-26-prem-liverpool-vs-afc-bournemouth,90,0,0,90,0,0,90,0,0,0,2,1,Goalkeeper
367,Mamardashvili,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
368,Pécsi,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
369,Woodman,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
370,Frimpong,i,7.59,1,59,0,0,0,0,25-26-prem-liverpool-vs-afc-bournemouth,60,0,0,60,0,0,59,0,0,0,0,0,Defender
371,Kerkez,a,6.33,0,59,0,0,0,0,25-26-prem-liverpool-vs-afc-bournemouth,60,0,0,60,0,0,59,0,0,0,0,0,Defender
372,Robertson,a,5.81,0,30,0,0,0,2,25-26-prem-liverpool-vs-afc-bournemouth,30,0,0,30,0,0,30,0,0,0,2,0,Defender
373,Virgil,a,11,3,90,0,0,0,2,25-26-prem-liverpool-vs-afc-bournemouth,90,0,0,90,0,0,90,0,0,0,2,0,Defender
374,Konaté,a,9.32,1,90,0,0,0,2,25-26-prem-liverpool-vs-afc-bournemouth,90,0,0,90,0,0,90,0,0,0,2,0,Defender
375,Bradley,s,5.44,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
376,Gomez,a,7.4,1,18,0,0,0,1,25-26-prem-liverpool-vs-afc-bournemouth,18,0,0,18,0,0,18,0,0,0,1,0,Defender
377,Tsimikas,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
378,Nallo,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
379,R.Williams,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
380,Ramsay,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
381,M.Salah,a,3.3,8,90,1,0,0,2,25-26-prem-liverpool-vs-afc-bournemouth,90,1,0,90,1,0,90,1,0,0,2,0,Midfielder
382,Wirtz,a,5.69,2,81,0,0,0,2,25-26-prem-liverpool-vs-afc-bournemouth,82,0,0,82,0,0,81,0,0,0,2,0,Midfielder
383,Luis Díaz,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
384,Gakpo,i,5.23,7,90,1,0,0,2,25-26-prem-liverpool-vs-afc-bournemouth,90,1,0,90,1,0,90,1,0,0,2,0,Midfielder
385,Chiesa,a,9.44,6,8,1,0,0,0,25-26-prem-liverpool-vs-afc-bournemouth,8,1,0,8,1,0,8,1,0,0,0,0,Midfielder
386,Mac Allister,a,7.99,5,71,0,1,0,1,25-26-prem-liverpool-vs-afc-bournemouth,72,0,1,72,0,1,71,0,1,0,1,0,Midfielder
387,Szoboszlai,a,10.53,2,90,0,0,0,2,25-26-prem-liverpool-vs-afc-bournemouth,90,0,0,90,0,0,90,0,0,0,2,0,Midfielder
388,C.Jones,a,10.9,1,18,0,0,0,1,25-26-prem-liverpool-vs-afc-bournemouth,18,0,0,18,0,0,18,0,0,0,1,0,Midfielder
390,Gravenberch,a,8.83,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
392,Endo,i,14.65,4,30,0,1,0,2,25-26-prem-liverpool-vs-afc-bournemouth,30,0,1,30,0,1,30,0,1,0,2,0,Midfielder
393,Bajcetic,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
394,McConnell,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
395,Morton,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
396,Nyoni,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
397,Darwin,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
398,Danns,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
499,Isak,d,3.79,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
661,Ekitiké,a,4.69,11,71,1,1,0,1,25-26-prem-liverpool-vs-afc-bournemouth,72,1,1,72,1,1,71,1,1,0,1,0,Forward
686,Ngumoha,a,6.43,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
692,Leoni,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
746,Morrison,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
182,Trafford,a,0,7,90,0,0,1,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,90,0,0,90,0,0,90,0,0,1,0,3,Goalkeeper
399,Ederson M.,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
400,Ortega Moreno,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
401,Bettinelli,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
402,Aït-Nouri,a,10.2,9,90,0,0,1,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,90,0,0,90,0,0,90,0,0,1,0,0,Defender
403,Gvardiol,a,6.17,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
404,Akanji,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
405,Aké,a,5.68,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
406,Khusanov,a,8.72,1,8,0,0,0,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,8,0,0,8,0,0,8,0,0,0,0,0,Defender
407,Matheus N.,a,7.09,1,24,0,0,0,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,24,0,0,24,0,0,24,0,0,0,0,0,Defender
408,Rúben,a,6.97,6,90,0,0,1,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,90,0,0,90,0,0,90,0,0,1,0,0,Defender
409,Stones,d,4.87,6,81,0,0,1,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,82,0,0,82,0,0,81,0,0,1,0,0,Defender
410,Lewis,a,6,11,65,0,1,1,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,66,0,1,66,0,1,65,0,1,1,0,0,Defender
411,O'Reilly,a,7.42,0,24,0,0,0,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,24,0,0,24,0,0,24,0,0,0,0,0,Defender
412,Vitor Reis,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
413,Marmoush,a,7.09,1,24,0,0,0,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,24,0,0,24,0,0,24,0,0,0,0,0,Midfielder
414,Foden,a,6.8,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
415,Savinho,a,7.22,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
416,Bernardo,a,7.94,3,65,0,0,1,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,66,0,0,66,0,0,65,0,0,1,0,0,Midfielder
417,Cherki,a,7.33,6,17,1,0,0,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,17,1,0,17,1,0,17,1,0,0,0,0,Midfielder
418,Doku,a,5.58,3,65,0,0,1,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,66,0,0,66,0,0,65,0,0,1,0,0,Midfielder
420,Gündoğan,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
421,Rodrigo,i,12.33,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
422,Kovačić,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
423,N.Gonzalez,a,11.24,3,90,0,0,1,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder
424,Bobb,a,5.62,6,90,0,1,1,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,90,0,1,90,0,1,90,0,1,1,0,0,Midfielder
425,Echeverri,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
427,Reijnders,a,5.42,10,90,1,1,1,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,90,1,1,90,1,1,90,1,1,1,0,0,Midfielder
428,Nypan,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
429,Phillips,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
430,Haaland,a,3.44,13,72,2,0,1,0,25-26-prem-wolverhampton-wanderers-vs-manchester-city,73,2,0,73,2,0,72,2,0,1,0,0,Forward
736,Donnarumma,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
739,Mukasa,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
740,Mfuni,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
742,McAidoo,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
119,Mbeumo,a,4.72,2,90,0,0,0,1,25-26-prem-manchester-united-vs-arsenal,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder
431,Bayindir,a,0,2,90,0,0,0,1,25-26-prem-manchester-united-vs-arsenal,90,0,0,90,0,0,90,0,0,0,1,2,Goalkeeper
432,Onana,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
433,Harrison,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
434,Heaton,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
435,Mee,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
436,De Ligt,i,8.23,4,90,0,0,0,1,25-26-prem-manchester-united-vs-arsenal,90,0,0,90,0,0,90,0,0,0,1,0,Defender
437,Martinez,a,11.61,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
438,Mazraoui,a,8.61,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
439,D.Leon,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
440,Dalot,a,6.04,1,54,0,0,0,1,25-26-prem-manchester-united-vs-arsenal,55,0,0,55,0,0,54,0,0,0,1,0,Defender
441,Dorgu,a,6.61,1,90,0,0,0,1,25-26-prem-manchester-united-vs-arsenal,90,0,0,90,0,0,90,0,0,0,1,0,Defender
442,Maguire,i,6.07,1,10,0,0,0,0,25-26-prem-manchester-united-vs-arsenal,10,0,0,10,0,0,10,0,0,0,0,0,Defender
443,Shaw,a,5.34,2,79,0,0,0,1,25-26-prem-manchester-united-vs-arsenal,80,0,0,80,0,0,79,0,0,0,1,0,Defender
444,Yoro,a,7.23,4,90,0,0,0,1,25-26-prem-manchester-united-vs-arsenal,90,0,0,90,0,0,90,0,0,0,1,0,Defender
445,Amass,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
446,Fredricson,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
447,Heaven,a,10.85,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
448,Malacia,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
449,B.Fernandes,a,10.61,2,90,0,0,0,1,25-26-prem-manchester-united-vs-arsenal,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder
450,Cunha,a,7.21,2,90,0,0,0,1,25-26-prem-manchester-united-vs-arsenal,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder
451,Rashford,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
452,Amad,a,8.25,1,35,0,0,0,0,25-26-prem-manchester-united-vs-arsenal,35,0,0,35,0,0,35,0,0,0,0,0,Midfielder
454,Antony,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
455,Mount,a,6.37,2,64,0,0,0,1,25-26-prem-manchester-united-vs-arsenal,65,0,0,65,0,0,64,0,0,0,1,0,Midfielder
457,Casemiro,a,11.6,2,64,0,0,0,1,25-26-prem-manchester-united-vs-arsenal,65,0,0,65,0,0,64,0,0,0,1,0,Midfielder
458,Mainoo,a,9.84,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
459,Ugarte,a,15,1,25,0,0,0,0,25-26-prem-manchester-united-vs-arsenal,25,0,0,25,0,0,25,0,0,0,0,0,Midfielder
460,Collyer,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
461,Fitzgerald,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
462,J.Fletcher,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
463,Kone,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
464,Moorhouse,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
465,Højlund,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
466,Zirkzee,a,6.78,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
467,Obi,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
468,Wheatley,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
681,Šeško,d,3.94,1,25,0,0,0,0,25-26-prem-manchester-united-vs-arsenal,25,0,0,25,0,0,25,0,0,0,0,0,Forward
733,Lammens,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
755,Lacey,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
52,J.Ramsey,a,9.93,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
135,Wissa,a,5.62,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
469,Pope,d,0,9,90,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,90,0,0,90,0,0,90,0,0,1,0,3,Goalkeeper
471,Gillespie,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
472,Odysseas,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
473,Hall,a,8.83,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
474,Schär,a,10.1,8,90,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,90,0,0,90,0,0,90,0,0,1,0,0,Defender
475,Botman,d,9.07,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
476,Burn,a,8.53,9,90,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,90,0,0,90,0,0,90,0,0,1,0,0,Defender
477,Livramento,a,5.49,9,90,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,90,0,0,90,0,0,90,0,0,1,0,0,Defender
478,Trippier,d,3.99,6,90,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,90,0,0,90,0,0,90,0,0,1,0,0,Defender
479,Krafth,d,2,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
480,Lascelles,a,23.68,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
481,A.Murphy,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
482,Ashby,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
483,Pivas,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
484,Targett,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
485,Gordon,a,4.51,3,90,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder
486,Elanga,a,3.15,3,77,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,78,0,0,78,0,0,77,0,0,1,0,0,Midfielder
487,Barnes,a,4.48,3,89,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,89,0,0,89,0,0,89,0,0,1,0,0,Midfielder
488,Bruno G.,a,8.86,3,90,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder
489,J.Murphy,a,3.74,1,12,0,0,0,0,25-26-prem-aston-villa-vs-newcastle-united,12,0,0,12,0,0,12,0,0,0,0,0,Midfielder
490,Joelinton,d,10.3,2,82,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,83,0,0,83,0,0,82,0,0,1,0,0,Midfielder
491,Tonali,a,8.77,3,90,0,0,1,0,25-26-prem-aston-villa-vs-newcastle-united,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder
