id,web_name,status,defensive_contribution_per_90,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,match_id,minutes_played,goals,assists,minutesinmatch,goalsinmatch,assistsinmatch,cumminutes,cumgoals,cumassists,cumcleansheets,cumgoalsconceded,cumsaves,position
118,Meghoma,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
120,Schade,s,7.01,1,45,0,0,0,0,25-26-prem-nottingham-forest-vs-brentford,45,0,0,45,0,0,45,0,0,0,0,0,Midfielder
121,Damsgaard,a,8.79,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
122,Milambo,i,8,1,45,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,45,0,0,45,0,0,45,0,0,0,3,0,Midfielder
123,Carvalho,i,7.2,2,90,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,90,0,0,90,0,0,90,0,0,0,3,0,Midfielder
124,Henderson,a,8.78,1,21,0,0,0,0,25-26-prem-nottingham-forest-vs-brentford,21,0,0,21,0,0,21,0,0,0,0,0,Midfielder
125,Janelt,a,12.18,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
126,Jensen,a,9.07,2,68,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,69,0,0,69,0,0,68,0,0,0,3,0,Midfielder
127,Nunes,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
128,Onyeka,a,10.23,4,21,0,1,0,0,25-26-prem-nottingham-forest-vs-brentford,21,0,1,21,0,0,21,0,1,0,0,0,Midfielder
129,Yarmoliuk,a,10.31,2,90,0,0,0,3,25-26-prem-nottingham-forest-vs-brentford,90,0,0,90,0,0,90,0,0,0,3,0,Midfielder
130,Donovan,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
131,Konak,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
132,Maghoma,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
133,Peart-Harris,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
134,Trevitt,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
136,Thiago,a,5.75,6,90,1,0,0,3,25-26-prem-nottingham-forest-vs-brentford,90,1,0,90,1,0,90,1,0,0,3,0,Forward
137,Morgan,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
748,Dasilva,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
138,Steele,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
139,Verbruggen,a,0,2,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,1,Goalkeeper
140,McGill,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
141,Rushworth,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
142,Scherpen,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
143,Boscagli,a,13.85,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
144,Coppola,a,21.18,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
145,De Cuyper,a,3.73,2,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Defender
146,Dunk,a,6.9,2,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Defender
147,Estupiñan,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
148,F.Kadıoğlu,a,5.17,0,21,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,21,0,0,21,0,0,21,0,0,0,1,0,Defender
150,Lamptey,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
151,Van Hecke,a,8.2,2,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Defender
152,Veltman,a,10.81,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
153,Webster,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
154,Cashin,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
155,Slater,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
156,Tasker,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
157,Mitoma,a,3.9,2,82,0,0,1,0,25-26-prem-brighton-hove-albion-vs-fulham,83,0,0,83,0,0,82,0,0,1,0,0,Midfielder
158,Georginio,a,6.03,6,68,0,1,1,0,25-26-prem-brighton-hove-albion-vs-fulham,69,0,1,69,0,0,68,0,1,1,0,0,Midfielder
159,March,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
160,Minteh,a,6.81,3,68,0,0,1,0,25-26-prem-brighton-hove-albion-vs-fulham,69,0,0,69,0,0,68,0,0,1,0,0,Midfielder
161,Enciso,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
162,Gruda,a,9.03,1,7,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,7,0,0,7,0,0,7,0,0,0,1,0,Midfielder
163,Hinshelwood,a,9.46,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
164,O'Riley,u,4.58,10,87,1,0,1,0,25-26-prem-brighton-hove-albion-vs-fulham,88,1,0,88,1,0,87,1,0,1,0,0,Midfielder
165,Sima,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
166,Ayari,a,9.93,3,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder
167,Baleba,a,10.83,3,68,0,0,1,0,25-26-prem-brighton-hove-albion-vs-fulham,69,0,0,69,0,0,68,0,0,1,0,0,Midfielder
169,Gomez,a,9.72,0,21,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,21,0,0,21,0,0,21,0,0,0,1,0,Midfielder
170,Milner,a,9.14,1,2,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,2,0,0,2,0,0,2,0,0,0,1,0,Midfielder
171,Sarmiento,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
172,Watson,a,6.75,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
173,Wieffer,a,13.96,4,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder
174,Yalcouye,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
175,Knight,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
176,Mazilu,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
177,Moran,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
178,Welbeck,a,4.06,1,21,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,21,0,0,21,0,0,21,0,0,0,1,0,Forward
179,Ferguson,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
180,Tzimas,i,10.23,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
181,Kostoulas,a,19.5,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
744,Oriola,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
168,Buonanotte,a,6,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
220,Sánchez,a,0,8,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,4,Goalkeeper
221,Jörgensen,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
222,Penders,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
223,Slonina,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
224,Cucurella,a,6.59,8,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender
225,James,a,5.99,5,78,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,79,0,0,79,0,0,78,0,0,1,0,0,Defender
226,Chalobah,a,8.55,6,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender
227,Colwill,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
228,Gusto,a,5.42,1,11,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,11,0,0,11,0,0,11,0,0,0,0,0,Defender
229,B.Badiashile,a,6.97,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
230,Fofana,a,9.79,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
231,M.Sarr,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
232,Tosin,a,10.34,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
233,Acheampong,a,6.21,9,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender
234,Anselmino,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
235,Palmer,a,7.43,3,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder
236,Neto,a,4.17,3,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder
237,Enzo,a,6.6,3,78,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,79,0,0,79,0,0,78,0,0,1,0,0,Midfielder
238,Estêvão,a,7.16,0,36,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,36,0,0,36,0,0,36,0,0,0,0,0,Midfielder
239,Gittens,a,4.97,1,53,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,54,0,0,54,0,0,53,0,0,0,0,0,Midfielder
240,Nkunku,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
241,Caicedo,s,12.92,5,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder
243,George,a,1.9,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
244,Lavia,i,9.43,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
245,Mudryk,s,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
246,Andrey Santos,a,11.22,1,11,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,11,0,0,11,0,0,11,0,0,0,0,0,Midfielder
247,D.Essugo,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
248,Paez,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
249,João Pedro,a,5.49,2,72,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,73,0,0,73,0,0,72,0,0,1,0,0,Forward
250,Delap,i,2.6,1,17,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,17,0,0,17,0,0,17,0,0,0,0,0,Forward
251,N.Jackson,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
252,Marc Guiu,a,2.55,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
453,Garnacho,a,4.21,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
672,Hato,a,4.34,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
743,Emenalo,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
253,Henderson,a,0,6,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,2,Goalkeeper
254,Benitez,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
255,Matthews,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
256,Muñoz,i,7.21,5,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender
257,Lacroix,a,10.47,8,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender
258,Mitchell,a,7.63,9,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender
259,Sosa,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
260,Guéhi,a,8.14,6,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender
261,Richards,a,10.39,6,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Defender
262,Chadi Riad,d,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
263,Clyne,a,12.38,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
264,Holding,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
265,Kporha,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
267,Sarr,d,6.37,3,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder
268,Doucouré,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
269,Esse,a,7.5,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
270,Hughes,a,8.18,2,69,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,70,0,0,70,0,0,69,0,0,1,0,0,Midfielder
271,Kamada,a,9.49,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
272,Lerma,a,11.23,1,20,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,20,0,0,20,0,0,20,0,0,0,0,0,Midfielder
273,Wharton,a,9.89,3,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Midfielder
274,Agbinone,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
275,Ahamada,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
276,Devenny,a,10.45,1,6,0,0,0,0,25-26-prem-chelsea-vs-crystal-palace,6,0,0,6,0,0,6,0,0,0,0,0,Midfielder
277,Ebiowei,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
278,J.Rak-Sakyi,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
279,M.França,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
280,Ozoh,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
281,Rodney,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
282,Umeh,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
283,Mateta,d,4.95,1,90,0,0,1,0,25-26-prem-chelsea-vs-crystal-palace,90,0,0,90,0,0,90,0,0,1,0,0,Forward
284,Nketiah,a,8.06,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
285,Édouard,u,45,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
286,Marsh,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
690,Cardines,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
712,Yeremy,a,6.97,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
723,Canvot,d,15.13,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
732,Uche,a,8.18,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
242,Dewsbury-Hall,a,7.83,2,90,0,0,0,1,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder
287,Pickford,a,0,2,90,0,0,0,1,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,0,1,2,Goalkeeper
288,Travers,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
289,Tyrer,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
290,Branthwaite,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
291,Tarkowski,a,10.8,4,90,0,0,0,1,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,0,1,0,Defender
292,Mykolenko,a,7.53,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
293,O'Brien,a,6.43,2,90,0,0,0,1,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,0,1,0,Defender
294,Coleman,i,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
295,Keane,a,10.21,2,90,0,0,0,1,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,0,1,0,Defender
296,Patterson,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
297,Dixon,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
298,Welch,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
299,Ndiaye,a,10.13,2,90,0,0,0,1,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder
300,McNeil,a,11.87,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
301,Alcaraz,a,7.98,1,85,0,0,0,1,25-26-prem-leeds-united-vs-everton,86,0,0,86,0,0,85,0,0,0,1,0,Midfielder
302,Gana,a,9.46,2,90,0,0,0,1,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder
303,Garner,a,10.13,2,90,0,0,0,1,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,0,1,0,Midfielder
304,Iroegbunam,a,11.04,2,70,0,0,1,0,25-26-prem-leeds-united-vs-everton,71,0,0,71,0,0,70,0,0,1,0,0,Midfielder
305,Armstrong,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
306,Bates,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
307,Ebere,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
308,Heath,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
309,Metcalfe,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
310,Barry,a,2.62,1,4,0,0,0,0,25-26-prem-leeds-united-vs-everton,4,0,0,4,0,0,4,0,0,0,0,0,Forward
311,Beto,a,5.08,2,90,0,0,0,1,25-26-prem-leeds-united-vs-everton,90,0,0,90,0,0,90,0,0,0,1,0,Forward
312,Y.Chermiti,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
313,Sherif,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Forward
419,Grealish,a,7.94,1,19,0,0,0,1,25-26-prem-leeds-united-vs-everton,19,0,0,19,0,0,19,0,0,0,1,0,Midfielder
630,King,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
667,Aznou,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
704,Onyango,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
705,Campbell,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
707,Dibling,a,11.84,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
728,Röhl,i,13.85,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
314,Leno,a,0,3,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,3,Goalkeeper
315,Benda,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Goalkeeper
316,Robinson,d,2.95,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
317,Andersen,a,10.92,2,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Defender
318,Bassey,a,7.67,1,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Defender
319,Castagne,a,7.39,1,6,0,0,0,0,25-26-prem-brighton-hove-albion-vs-fulham,6,0,0,6,0,0,6,0,0,0,0,0,Defender
320,Diop,a,8.07,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
321,J.Cuenca,a,10.71,2,83,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,84,0,0,84,0,0,83,0,0,0,1,0,Defender
322,Tete,a,8.78,2,90,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,90,0,0,90,0,0,90,0,0,0,1,0,Defender
323,Amissah,a,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Defender
324,Iwobi,a,6.55,2,65,0,0,0,1,25-26-prem-brighton-hove-albion-vs-fulham,66,0,0,66,0,0,65,0,0,0,1,0,Midfielder
325,Smith Rowe,a,5.12,1,13,0,0,0,0,25-26-prem-brighton-hove-albion-vs-fulham,13,0,0,13,0,0,13,0,0,0,0,0,Midfielder
326,Adama,a,4.81,1,24,0,0,0,0,25-26-prem-brighton-hove-albion-vs-fulham,24,0,0,24,0,0,24,0,0,0,0,0,Midfielder
327,Andreas,u,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
328,Sessegnon,i,10.66,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,0,0,0,0,0,Midfielder
